Title	mainLabel	metascore
The Woodmans	BIOGRAPHY	74
Stonewall Uprising	HISTORY	74
Tabloid	CRIME	74
How I Ended This Summer	DRAMA	74
Cyrus	COMEDY	74
Happy People: A Year in the Taiga	DOCUMENTARY	74
The Town	DRAMA	74
Daddy Longlegs	COMEDY	74
Humpday	COMEDY	74
Invictus	DRAMA	74
Farewell	DRAMA	74
The Time That Remains	DRAMA	74
Herb & Dorothy	BIOGRAPHY	74
Prodigal Sons	DOCUMENTARY	74
Terribly Happy	DRAMA	74
Kung Fu Panda	ANIMATION	74
The Song of Sparrows	DRAMA	74
Two Lovers	DRAMA	74
Lemon Tree	DRAMA	74
Involuntary	DRAMA	74
Flame & Citron	DRAMA	74
A Woman in Berlin	DRAMA	74
A Mighty Heart	DRAMA	74
The Orphanage	DRAMA	74
Unrelated	DRAMA	74
The Duchess of Langeais	DRAMA	74
Sicko	DRAMA	74
Mongol: The Rise of Genghis Khan	DRAMA	74
Breach	DRAMA	74
Bridge to Terabithia	DRAMA	74
My Kid Could Paint That	FAMILY	74
Joe Gould's Secret	DRAMA	74
Judy Berlin	COMEDY	74
East Is East	COMEDY	74
The Hurricane	DRAMA	74
Such a Long Journey	DRAMA	74
Gods and Monsters	DRAMA	74
Place Vendôme	DRAMA	74
Kundun	DRAMA	74
Hercules	COMEDY	74
The Life of Jesus	DRAMA	74
The Watermelon Woman	COMEDY	74
The Hunchback of Notre Dame	DRAMA	74
12 Monkeys	MYSTERY	74
The Legend of Drunken Master	COMEDY	74
Natural Born Killers	DRAMA	74
Clear and Present Danger	DRAMA	74
Barcelona	COMEDY	74
The Secret Garden	DRAMA	74
In the Line of Fire	DRAMA	74
Orlando	DRAMA	74
Edward Scissorhands	DRAMA	74
Awakenings	DRAMA	74
Dangerous Liaisons	DRAMA	74
Tucker: The Man and His Dream	DRAMA	74
Radio Days	COMEDY	74
Hollywood Shuffle	COMEDY	74
Mauvais Sang	DRAMA	74
Peggy Sue Got Married	COMEDY	74
Smooth Talk	DRAMA	74
Heart Like a Wheel	DRAMA	74
Mike Wallace Is Here	BIOGRAPHY	73
John Wick: Chapter 3 - Parabellum	ACTION	73
Mystify: Michael Hutchence	MUSIC	73
Honey Boy	DRAMA	73
Share	DRAMA	73
The Silence of Others	DOCUMENTARY	73
Meeting Gorbachev	BIOGRAPHY	73
The Raft	DOCUMENTARY	73
The Biggest Little Farm	DOCUMENTARY	73
Sorry Angel	DRAMA	73
Girl	DRAMA	73
The World Is Yours	COMEDY	73
Love & Bananas: An Elephant Story	ADVENTURE	73
Crystal Swan	DRAMA	73
Pass Over	DRAMA	73
Mr. Roosevelt	COMEDY	73
Bill Nye: Science Guy	DOCUMENTARY	73
Gilbert	COMEDY	73
The Party	COMEDY	73
The Square	COMEDY	73
Pop Aye	DRAMA	73
Saving Banksy	DOCUMENTARY	73
Rumble: The Indians Who Rocked The World	MUSIC	73
Filmworker	BIOGRAPHY	73
Keep the Change	COMEDY	73
The Killing of a Sacred Deer	DRAMA	73
Novitiate	DRAMA	73
Sollers Point	DRAMA	73
Wind River	DRAMA	73
The Rape of Recy Taylor	HISTORY	73
The Big Bad Fox and Other Tales	COMEDY	73
Battle of the Sexes	COMEDY	73
Most Beautiful Island	DRAMA	73
1945	DRAMA	73
Good Manners	MUSIC	73
Journey's End	DRAMA	73
Five Fingers for Marseilles	DRAMA	73
Spider-Man: Homecoming	ADVENTURE	73
Queen of Katwe	DRAMA	73
Hounds of Love	DRAMA	73
In This Corner of the World	DRAMA	73
The Ivory Game	DOCUMENTARY	73
The Alchemist Cookbook	COMEDY	73
Jim: The James Foley Story	BIOGRAPHY	73
By the Time It Gets Dark	DRAMA	73
School Life	DOCUMENTARY	73
Dying Laughing	COMEDY	73
All This Panic	DOCUMENTARY	73
Frantz	DRAMA	73
Werewolf	DRAMA	73
Karl Marx City	DOCUMENTARY	73
Kiki	DOCUMENTARY	73
Sky Ladder: The Art of Cai Guo-Qiang	DOCUMENTARY	73
Richard Linklater: Dream Is Destiny	DOCUMENTARY	73
Transpecos	THRILLER	73
Abacus: Small Enough to Jail	DOCUMENTARY	73
Audrie & Daisy	DOCUMENTARY	73
Julieta	DRAMA	73
All Things Must Pass: The Rise and Fall of Tower Records	MUSIC	73
Eye in the Sky	DRAMA	73
The Clan	DRAMA	73
Kill Zone 2	ADVENTURE	73
(T)ERROR	DOCUMENTARY	73
The Club	COMEDY	73
Innocence of Memories	DRAMA	73
Results	COMEDY	73
From Afar	DRAMA	73
Night Owls	COMEDY	73
Palio	DRAMA	73
Almost Holy	DRAMA	73
The Imitation Game	DRAMA	73
Hill of Freedom	DRAMA	73
Appropriate Behavior	COMEDY	73
Dukhtar	DRAMA	73
Dancing Arabs	DRAMA	73
A Most Wanted Man	DRAMA	73
Something Anything	DRAMA	73
Cold in July	CRIME	73
I Believe in Unicorns	DRAMA	73
1971	THRILLER	73
Beltracchi: The Art of Forgery	CRIME	73
The Blue Room	ROMANCE	73
Beyond the Lights	DRAMA	73
The Grandmaster	DRAMA	73
Grand Central	DRAMA	73
A Field in England	DRAMA	73
A Picture of You	DRAMA	73
Prince Avalanche	COMEDY	73
Tangerines	DRAMA	73
Le Week-End	COMEDY	73
Far Out Isn't Far Enough: The Tomi Ungerer Story	DOCUMENTARY	73
Once Upon a Time Veronica	DRAMA	73
Rust and Bone	DRAMA	73
The Taiwan Oyster	COMEDY	73
Indie Game: The Movie	DRAMA	73
A Royal Affair	DRAMA	73
Free Angela and All Political Prisoners	DOCUMENTARY	73
Knuckleball!	SPORT	73
Laurence Anyways	DRAMA	73
Mea Maxima Culpa: Silence in the House of God	DOCUMENTARY	73
Arbitrage	DRAMA	73
The Impossible	DRAMA	73
The Pirates! Band of Misfits	COMEDY	73
Herman's House	CRIME	73
Sing Your Song	MUSIC	73
Mission: Impossible - Ghost Protocol	ADVENTURE	73
The Forgiveness of Blood	DRAMA	73
Declaration of War	DRAMA	73
The Black Power Mixtape 1967-1975	HISTORY	73
The Raid: Redemption	ACTION	73
Planet of Snail	DRAMA	73
Whores' Glory	DOCUMENTARY	73
Khodorkovsky	DRAMA	73
Attenberg	DRAMA	73
You Don't Like the Truth: 4 Days Inside Guantanamo	HISTORY	73
The Hangover	COMEDY	73
Dogtooth	DRAMA	73
Bluebeard	FANTASY	73
The House of the Devil	HORROR	73
I'm Glad My Mother Is Alive	DRAMA	73
Thirst	DRAMA	73
The Princess and the Frog	COMEDY	73
Cropsey	CRIME	73
See What I'm Saying: The Deaf Entertainers Documentary	DOCUMENTARY	73
Zombieland	COMEDY	73
Amreeka	DRAMA	73
Me and Orson Welles	COMEDY	73
Second Skin	DOCUMENTARY	73
Harlan: In the Shadow of Jew Suess	DOCUMENTARY	73
Red Cliff	DRAMA	73
Night and Day	DRAMA	73
Gonzo: The Life and Work of Dr. Hunter S. Thompson	MUSIC	73
Three Monkeys	DRAMA	73
Rocket Science	COMEDY	73
Into the Wild	DRAMA	73
The Price of Sugar	DOCUMENTARY	73
For the Bible Tells Me So	ROMANCE	73
A Girl Cut in Two	DRAMA	73
The Lookout	DRAMA	73
I'm Not There	DRAMA	73
Cold Mountain	DRAMA	73
Spider-Man	ADVENTURE	73
Wonder Boys	COMEDY	73
Urbania	DRAMA	73
Cast Away	DRAMA	73
The Limey	DRAMA	73
The Matrix	ACTION	73
South Park: Bigger Longer & Uncut	COMEDY	73
Down in the Delta	DRAMA	73
Le Dîner de Cons	COMEDY	73
High Art	DRAMA	73
Black Cat White Cat	COMEDY	73
Show Me Love	COMEDY	73
Divorce Iranian Style	DOCUMENTARY	73
Titanic Town	DRAMA	73
Wag the Dog	COMEDY	73
Breakdown	DRAMA	73
The Wings of the Dove	DRAMA	73
The Daytrippers	COMEDY	73
Casino	DRAMA	73
The City of Lost Children	SCI_FI	73
The Brothers McMullen	COMEDY	73
What's Eating Gilbert Grape	DRAMA	73
Ocean Waves	DRAMA	73
El Mariachi	ACTION	73
Cape Fear	CRIME	73
The Commitments	COMEDY	73
Mr. & Mrs. Bridge	DRAMA	73
The Long Walk Home	DRAMA	73
Working Girl	COMEDY	73
Bull Durham	COMEDY	73
Big	COMEDY	73
The Unbearable Lightness of Being	DRAMA	73
Matewan	DRAMA	73
Roxanne	COMEDY	73
Something Wild	COMEDY	73
River's Edge	DRAMA	73
The Great Mouse Detective	ANIMATION	73
Re-Animator	COMEDY	73
Mask	DRAMA	73
Suburbia	DRAMA	73
The King of Comedy	COMEDY	73
El Camino: A Breaking Bad Movie	DRAMA	72
Weathering with You	DRAMA	72
Present.Perfect.	DOCUMENTARY	72
Fire Will Come	DRAMA	72
Extra Ordinary	COMEDY	72
Midsommar	DRAMA	72
Luce	DRAMA	72
Brittany Runs a Marathon	COMEDY	72
Master Z: The Ip Man Legacy	ACTION	72
Hal	BIOGRAPHY	72
The Prayer	DRAMA	72
Skate Kitchen	DRAMA	72
In Search of Greatness	DOCUMENTARY	72
Maquia: When the Promised Flower Blooms	DRAMA	72
Screwball	DOCUMENTARY	72
Dark Money	DOCUMENTARY	72
Love Simon	COMEDY	72
Heavy Trip	COMEDY	72
All the Money in the World	DRAMA	72
The Incredible Jessica James	COMEDY	72
Journeyman	DRAMA	72
Lots of Kids a Monkey and a Castle	DOCUMENTARY	72
The Insult	DRAMA	72
Princess Cyd	DRAMA	72
Only the Brave	DRAMA	72
The Day After	DRAMA	72
Eagles of Death Metal: Nos Amis (Our Friends)	MUSIC	72
Happy End	DRAMA	72
Where Is Kyra?	DRAMA	72
Blade of the Immortal	DRAMA	72
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat	DOCUMENTARY	72
Joshua: Teenager vs. Superpower	DOCUMENTARY	72
Joan Didion: The Center Will Not Hold	DOCUMENTARY	72
Sweet Virginia	DRAMA	72
Hagazussa	DRAMA	72
Saturday Church	DRAMA	72
First They Killed My Father	DRAMA	72
No Intenso Agora	HISTORY	72
Swim Team	DRAMA	72
Donald Cried	COMEDY	72
Gimme Danger	MUSIC	72
My Entire High School Sinking Into the Sea	COMEDY	72
Old Stone	THRILLER	72
The Eagle Huntress	SPORT	72
Author: The JT LeRoy Story	BIOGRAPHY	72
The Rolling Stones Olé Olé Olé!: A Trip Across Latin America	MUSIC	72
Always Shine	DRAMA	72
Ethel & Ernest	DRAMA	72
Obit.	DOCUMENTARY	72
Food Evolution	DOCUMENTARY	72
The Beatles: Eight Days a Week - The Touring Years	MUSIC	72
Hail Caesar!	COMEDY	72
One Week and a Day	COMEDY	72
Barry	DRAMA	72
Betting on Zero	DOCUMENTARY	72
Train to Busan	ACTION	72
Risk	DOCUMENTARY	72
Big Fish & Begonia	DRAMA	72
The Untamed	DRAMA	72
Christine	DRAMA	72
Captain Fantastic	COMEDY	72
Under the Gun	DOCUMENTARY	72
The Wedding Plan	COMEDY	72
Doctor Strange	ADVENTURE	72
Burden	BIOGRAPHY	72
Dope	COMEDY	72
The Final Master	DRAMA	72
Steve Jobs: The Man in the Machine	BIOGRAPHY	72
King Jack	DRAMA	72
Breaking a Monster	DRAMA	72
City of Gold	BIOGRAPHY	72
Bone Tomahawk	DRAMA	72
Cosmos	DRAMA	72
The Devil's Candy	DRAMA	72
Monkey Kingdom	DOCUMENTARY	72
The Lure	COMEDY	72
Neither Heaven Nor Earth	DRAMA	72
Slow West	DRAMA	72
Straight Outta Compton	DRAMA	72
A German Youth	HISTORY	72
Manifesto	DRAMA	72
Men Go to Battle	COMEDY	72
Sunset Song	DRAMA	72
India's Daughter	CRIME	72
A Space Program	DRAMA	72
Summertime	DRAMA	72
Being Evel	ACTION	72
He Never Died	COMEDY	72
Tale of Tales	DRAMA	72
The Internet's Own Boy: The Story of Aaron Swartz	CRIME	72
Nas: Time Is Illmatic	BIOGRAPHY	72
Salad Days	MUSIC	72
When Marnie Was There	DRAMA	72
Still Alice	DRAMA	72
Alléluia	ROMANCE	72
The Theory of Everything	DRAMA	72
Diplomacy	DRAMA	72
The Search for General Tso	COMEDY	72
American Sniper	DRAMA	72
The Great Invisible	DOCUMENTARY	72
The Heart Machine	DRAMA	72
Mystery Road	DRAMA	72
Doomsdays	DRAMA	72
The Rocket	DRAMA	72
Siddharth	DRAMA	72
The Kill Team	DOCUMENTARY	72
Our Nixon	CRIME	72
Exhibition	DRAMA	72
Pussy Riot: A Punk Prayer	CRIME	72
Gore Vidal: The United States of Amnesia	BIOGRAPHY	72
Star Trek Into Darkness	ADVENTURE	72
Mistaken for Strangers	COMEDY	72
Master of the Universe	DOCUMENTARY	72
In Bloom	DRAMA	72
Magic Mike	COMEDY	72
Pieta	DRAMA	72
7 Boxes	DRAMA	72
Aliyah	DRAMA	72
Dormant Beauty	DRAMA	72
The Bitter Buddha	COMEDY	72
Shut Up and Play the Hits	MUSIC	72
Beauty Is Embarrassing	COMEDY	72
In the House	DRAMA	72
Safety Not Guaranteed	COMEDY	72
Wreck-It Ralph	COMEDY	72
ParaNorman	COMEDY	72
Radio Unnameable	DOCUMENTARY	72
Still Mine	DRAMA	72
When I Saw You	DRAMA	72
The Cabin in the Woods	HORROR	72
The Island President	DOCUMENTARY	72
Your Sister's Sister	COMEDY	72
Crime After Crime	CRIME	72
War Horse	DRAMA	72
Bellflower	DRAMA	72
Shame	DRAMA	72
Terri	COMEDY	72
Super 8	ACTION	72
Paul Williams Still Alive	COMEDY	72
First Position	DOCUMENTARY	72
Headhunters	ACTION	72
The Dish & the Spoon	COMEDY	72
50/50	COMEDY	72
Crazy Horse	DOCUMENTARY	72
Sound of Noise	COMEDY	72
Post Mortem	DRAMA	72
If God Is Willing and da Creek Don't Rise	DOCUMENTARY	72
Phil Ochs: There But for Fortune	BIOGRAPHY	72
Das letzte Schweigen	DRAMA	72
Tiny Furniture	COMEDY	72
The Oath	DOCUMENTARY	72
Daylight	CRIME	72
Rejoice and Shout	DOCUMENTARY	72
Despicable Me	COMEDY	72
Armadillo	WAR	72
A Screaming Man	DRAMA	72
Easy A	COMEDY	72
Lovers of Hate	COMEDY	72
Good Hair	COMEDY	72
Easier with Practice	DRAMA	72
Amer	THRILLER	72
The Mouth of the Wolf	BIOGRAPHY	72
The Double Hour	DRAMA	72
Gran Torino	DRAMA	72
Ghost Town	COMEDY	72
Transsiberian	DRAMA	72
Mesrine Part 2: Public Enemy #1	ACTION	72
Tony Manero	DRAMA	72
Let it Rain	COMEDY	72
Lake Tahoe	DRAMA	72
12	DRAMA	72
Surfwise	SPORT	72
Earth	DOCUMENTARY	72
Great World of Sound	COMEDY	72
A Secret	DRAMA	72
Gone Baby Gone	DRAMA	72
Hellboy	ACTION	72
Nowhere in Africa	DRAMA	72
Aimee & Jaguar	DRAMA	72
The Thomas Crown Affair	ROMANCE	72
Go	COMEDY	72
Felicia's Journey	DRAMA	72
Antz	COMEDY	72
Pi	DRAMA	72
The Ice Storm	DRAMA	72
Welcome to Sarajevo	DRAMA	72
The Rainmaker	DRAMA	72
Pusher	CRIME	72
Matilda	COMEDY	72
The Birdcage	COMEDY	72
Death and the Maiden	DRAMA	72
Sleepless in Seattle	COMEDY	72
Six Degrees of Separation	COMEDY	72
Groundhog Day	COMEDY	72
Strictly Ballroom	COMEDY	72
Malcolm X	DRAMA	72
JFK	DRAMA	72
Presumed Innocent	MYSTERY	72
Dances with Wolves	DRAMA	72
Truly Madly Deeply	COMEDY	72
Miami Blues	COMEDY	72
Heathers	COMEDY	72
On the Silver Globe	DRAMA	72
Die Hard	ACTION	72
Prick Up Your Ears	DRAMA	72
Sign 'o' the Times	MUSIC	72
The Stepfather	THRILLER	72
Planes Trains & Automobiles	COMEDY	72
Koyaanisqatsi	MUSIC	72
Possession	DRAMA	72
Polyester	COMEDY	72
Blinded by the Light	COMEDY	71
Ema	DRAMA	71
Ms. Purple	DRAMA	71
The Brink	DOCUMENTARY	71
How to Train Your Dragon: The Hidden World	ANIMATION	71
The Disappearance of My Mother	DOCUMENTARY	71
Shazam!	COMEDY	71
Untouchable	BIOGRAPHY	71
Searching for Ingmar Bergman	DOCUMENTARY	71
#Female Pleasure	DOCUMENTARY	71
Searching	DRAMA	71
1985	DRAMA	71
Divide and Conquer: The Story of Roger Ailes	DOCUMENTARY	71
Ralph Breaks the Internet	COMEDY	71
Tyrel	COMEDY	71
Becoming Astrid	DRAMA	71
The Great Buster	BIOGRAPHY	71
The Land of Steady Habits	COMEDY	71
Cam	MYSTERY	71
Kusama: Infinity	DOCUMENTARY	71
Sometimes Always Never	COMEDY	71
Utøya: July 22	DRAMA	71
RBG	BIOGRAPHY	71
The Third Wife	DRAMA	71
Arctic	DRAMA	71
Dogman	DRAMA	71
Sylvio	COMEDY	71
Makala	DOCUMENTARY	71
Maria By Callas	MUSIC	71
Molly's Game	DRAMA	71
Golden Exits	DRAMA	71
Ingrid Goes West	COMEDY	71
Thirst Street	COMEDY	71
No Date No Signature	DRAMA	71
Euthanizer	DRAMA	71
Mission Control: The Unsung Heroes of Apollo	HISTORY	71
Girls Trip	COMEDY	71
Gemini	DRAMA	71
The Cage Fighter	DRAMA	71
Brad's Status	COMEDY	71
Wonderstruck	DRAMA	71
Breath	DRAMA	71
Don't Breathe	CRIME	71
Pete's Dragon	COMEDY	71
Florence Foster Jenkins	COMEDY	71
Paint It Black	DRAMA	71
Nocturama	DRAMA	71
Divines	DRAMA	71
Prevenge	COMEDY	71
Hacksaw Ridge	DRAMA	71
The Last Laugh	COMEDY	71
Big Sonia	FAMILY	71
When Two Worlds Collide	DOCUMENTARY	71
A Dark Song	DRAMA	71
Oasis: Supersonic	MUSIC	71
Three	ACTION	71
Kékszakállú	DRAMA	71
A Monster with a Thousand Heads	DRAMA	71
Mavis!	MUSIC	71
Sweaty Betty	DRAMA	71
Mr. Gaga: A True Story of Love and Dance	BIOGRAPHY	71
Far from the Madding Crowd	DRAMA	71
Cash Only	DRAMA	71
London Road	MUSIC	71
Tikkun	DRAMA	71
Francofonia	DRAMA	71
King Georges	BIOGRAPHY	71
Tomorrow	DOCUMENTARY	71
Sleeping Giant	DRAMA	71
Macbeth	DRAMA	71
I Am Big Bird: The Caroll Spinney Story	DRAMA	71
Fed Up	DOCUMENTARY	71
Next Goal Wins	SPORT	71
Whitey: United States of America v. James J. Bulger	CRIME	71
The Farewell Party	COMEDY	71
Pasolini	DRAMA	71
Animals	DRAMA	71
The Falling	DRAMA	71
22 Jump Street	COMEDY	71
The Raid 2	ACTION	71
The Way He Looks	DRAMA	71
As It Is in Heaven	DRAMA	71
Edge of Tomorrow	ADVENTURE	71
Copenhagen	DRAMA	71
Get on Up	DRAMA	71
Double Play: James Benning and Richard Linklater	BIOGRAPHY	71
Drinking Buddies	COMEDY	71
Blood Brother	DOCUMENTARY	71
Run & Jump	DRAMA	71
This Is Martin Bonner	DRAMA	71
52 Tuesdays	DRAMA	71
I Am Breathing	BIOGRAPHY	71
Remote Area Medical	DOCUMENTARY	71
Shadow Dancer	DRAMA	71
Doin' It in the Park: Pick-Up Basketball NYC	SPORT	71
The Zen of Bennett	DOCUMENTARY	71
Trashed	DOCUMENTARY	71
Koch	BIOGRAPHY	71
Bestiaire	DOCUMENTARY	71
Only the Young	COMEDY	71
Sleepwalk with Me	COMEDY	71
My Brother the Devil	DRAMA	71
Smashed	DRAMA	71
Stolen Seas	ADVENTURE	71
Wolf Children	DRAMA	71
The Pervert's Guide to Ideology	DOCUMENTARY	71
Jess + Moss	DRAMA	71
11 Flowers	DRAMA	71
Last Days Here	MUSIC	71
Making the Boys	ROMANCE	71
Warrior	DRAMA	71
Being Elmo: A Puppeteer's Journey	DOCUMENTARY	71
Starry Starry Night	DRAMA	71
The Road	DRAMA	71
Young Adult	COMEDY	71
Dragonslayer	DOCUMENTARY	71
Battle for Brooklyn	DRAMA	71
The Girl with the Dragon Tattoo	DRAMA	71
From Up on Poppy Hill	DRAMA	71
The Man Nobody Knew: In Search of My Father CIA Spymaster William Colby	BIOGRAPHY	71
Undefeated	SPORT	71
Black Death	DRAMA	71
Elite Squad: The Enemy Within	DRAMA	71
Cameraman: The Life and Work of Jack Cardiff	BIOGRAPHY	71
Mozart's Sister	DRAMA	71
Leap Year	DRAMA	71
The Big Picture	DRAMA	71
Rare Exports	ADVENTURE	71
Tangled	COMEDY	71
I Will Follow	DRAMA	71
One Lucky Elephant	DOCUMENTARY	71
Where the Wild Things Are	DRAMA	71
Everyone Else	DRAMA	71
Rapt	DRAMA	71
The Yes Men Fix the World	COMEDY	71
American Radical: The Trials of Norman Finkelstein	BIOGRAPHY	71
Nothing Personal	DRAMA	71
Lourdes	DRAMA	71
Winnebago Man	COMEDY	71
No One Knows About Persian Cats	DRAMA	71
Inspector Bellamy	DRAMA	71
Strongman	DOCUMENTARY	71
Collapse	DOCUMENTARY	71
Mesrine Part 1: Killer Instinct	ACTION	71
Tropic Thunder	COMEDY	71
Neshoba	DOCUMENTARY	71
What Doesn't Kill You	DRAMA	71
Horton Hears a Who!	COMEDY	71
Disgrace	DRAMA	71
Jerichow	DRAMA	71
Bronson	ACTION	71
My Brother Is an Only Child	COMEDY	71
To the Limit	SPORT	71
Manda Bala (Send a Bullet)	DOCUMENTARY	71
Trumbo	BIOGRAPHY	71
Roman de gare	DRAMA	71
Bliss	DRAMA	71
Smiley Face	COMEDY	71
The Water Horse	ADVENTURE	71
Harry Potter and the Order of the Phoenix	ADVENTURE	71
Intolerable Cruelty	COMEDY	71
The Opportunists	COMEDY	71
In July	COMEDY	71
Mansfield Park	COMEDY	71
Twin Falls Idaho	DRAMA	71
Bowfinger	COMEDY	71
Wonderland	DRAMA	71
October Sky	DRAMA	71
Sunshine	DRAMA	71
Waking Ned Devine	COMEDY	71
Mulan	ANIMATION	71
Monument Ave.	DRAMA	71
Earth	DRAMA	71
Next Stop Wonderland	COMEDY	71
The Big Lebowski	COMEDY	71
Pleasantville	COMEDY	71
Rosewood	DRAMA	71
Men in Black	COMEDY	71
Marcello Mastroianni: I Remember	BIOGRAPHY	71
Mrs Brown	DRAMA	71
Chasing Amy	COMEDY	71
Waiting for Guffman	COMEDY	71
Star Trek: First Contact	DRAMA	71
A Family Thing	COMEDY	71
That Thing You Do!	COMEDY	71
Swingers	COMEDY	71
Cry the Beloved Country	DRAMA	71
Fallen Angels	COMEDY	71
Clockers	DRAMA	71
Exotica	DRAMA	71
71 Fragments of a Chronology of Chance	DRAMA	71
The Crow	DRAMA	71
Rudy	DRAMA	71
A Perfect World	DRAMA	71
Mad Dog and Glory	COMEDY	71
Map of the Human Heart	DRAMA	71
Into the West	ADVENTURE	71
Little Man Tate	DRAMA	71
Postcards from the Edge	COMEDY	71
The Mighty Quinn	DRAMA	71
Eight Men Out	DRAMA	71
Monkey Shines	DRAMA	71
Married to the Mob	COMEDY	71
Tales from the Gimli Hospital	COMEDY	71
Things Change	COMEDY	71
Bagdad Cafe	COMEDY	71
F/X	ACTION	71
Star Trek IV: The Voyage Home	COMEDY	71
Real Genius	COMEDY	71
Desperately Seeking Susan	COMEDY	71
Mad Max Beyond Thunderdome	ADVENTURE	71
Ghostbusters	COMEDY	71
Splash	COMEDY	71
Birdy	DRAMA	71
48 Hrs.	COMEDY	71
Personal Best	DRAMA	71
The Evil Dead	HORROR	71
Road Games	MYSTERY	71
Late Night	COMEDY	70
The Peanut Butter Falcon	COMEDY	70
Paddleton	COMEDY	70
Running with Beto	DOCUMENTARY	70
Memory: The Origins of Alien	SCI_FI	70
Where's My Roy Cohn?	DOCUMENTARY	70
The Day Shall Come	COMEDY	70
Sword of Trust	COMEDY	70
Matangi/Maya/M.I.A	MUSIC	70
The Quake	DRAMA	70
All About Nina	COMEDY	70
Studio 54	HISTORY	70
Tel Aviv on Fire	COMEDY	70
Mug	COMEDY	70
Ant-Man and the Wasp	COMEDY	70
Reversing Roe	DOCUMENTARY	70
Okko's Inn	DRAMA	70
A Ciambra	DRAMA	70
The King	DOCUMENTARY	70
Wait for Your Laugh	COMEDY	70
Far From the Tree	DOCUMENTARY	70
Sicilian Ghost Story	DRAMA	70
Double Lover	DRAMA	70
Never Steady Never Still	DRAMA	70
1922	DRAMA	70
Mohawk	DRAMA	70
Final Portrait	COMEDY	70
Of Fathers and Sons	WAR	70
Birthright: A War Story	DOCUMENTARY	70
The Nile Hilton Incident	DRAMA	70
Berlin Syndrome	DRAMA	70
Chapter & Verse	DRAMA	70
The 12th Man	DRAMA	70
Bombshell: The Hedy Lamarr Story	BIOGRAPHY	70
Art Bastard	COMEDY	70
Citizen Jane: Battle for the City	BIOGRAPHY	70
Scarred Hearts	DRAMA	70
All These Sleepless Nights	DRAMA	70
Hunter Gatherer	DRAMA	70
Bugs	DOCUMENTARY	70
The Nice Guys	COMEDY	70
Mindhorn	COMEDY	70
Colossal	COMEDY	70
Heartstone	DRAMA	70
The Walk	DRAMA	70
The Widowmaker	NEWS	70
A Man Called Ove	COMEDY	70
In Pursuit of Silence	DOCUMENTARY	70
A Brave Heart: The Lizzie Velasquez Story	FAMILY	70
The Lady in the Van	COMEDY	70
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble	MUSIC	70
Our Last Tango	MUSIC	70
Louder Than Bombs	DRAMA	70
Killing Them Safely	DRAMA	70
Long Way North	DRAMA	70
Mia Madre	DRAMA	70
The Little Prince	DRAMA	70
Sworn Virgin	DRAMA	70
Paulina	DRAMA	70
The Brand New Testament	COMEDY	70
Raiders!: The Story of the Greatest Fan Film Ever Made	DOCUMENTARY	70
Last Cab to Darwin	COMEDY	70
Faults	COMEDY	70
Dior and I	DOCUMENTARY	70
Captain America: The Winter Soldier	ADVENTURE	70
Fort Tilden	COMEDY	70
Jia Zhang-ke by Walter Salles	BIOGRAPHY	70
East Side Sushi	DRAMA	70
We Are Many	DOCUMENTARY	70
Sunshine Superman	SPORT	70
A Murder in the Park	CRIME	70
Black Coal Thin Ice	CRIME	70
Spring	ROMANCE	70
Life of Riley	COMEDY	70
Meet the Patels	COMEDY	70
Merchants of Doubt	DOCUMENTARY	70
Happy Christmas	COMEDY	70
Bird People	DRAMA	70
I Am Divine	DOCUMENTARY	70
Song from the Forest	MUSIC	70
'Til Madness Do Us Part	DOCUMENTARY	70
Stop the Pounding Heart	DRAMA	70
On the Job	DRAMA	70
Lenny Cooke	DRAMA	70
Maidentrip	ADVENTURE	70
Home from Home: Chronicle of a Vision	DRAMA	70
A Spell to Ward Off the Darkness	MUSIC	70
Gabrielle	DRAMA	70
Prisoners	DRAMA	70
Sun Don't Shine	DRAMA	70
Informant	DOCUMENTARY	70
Exit Elena	COMEDY	70
Camp 14: Total Control Zone	BIOGRAPHY	70
Portrait of Wally	HISTORY	70
Évocateur: The Morton Downey Jr. Movie	DOCUMENTARY	70
10 timer til Paradis	DRAMA	70
The Revisionaries	HISTORY	70
Casting By	BIOGRAPHY	70
The Student	DRAMA	70
The Skin I Live In	DRAMA	70
Contagion	DRAMA	70
Turn Me On Dammit!	COMEDY	70
Cedar Rapids	COMEDY	70
The Painting	DRAMA	70
Rampart	DRAMA	70
Wuthering Heights	DRAMA	70
Sleep Tight	DRAMA	70
Boy	COMEDY	70
Honey	DRAMA	70
Heartbeats	DRAMA	70
Countdown to Zero	DOCUMENTARY	70
The Last Circus	COMEDY	70
The Yellow Sea	DRAMA	70
Blank City	DOCUMENTARY	70
A Town Called Panic	COMEDY	70
Eyes Wide Open	DRAMA	70
Big Fan	COMEDY	70
Waking Sleeping Beauty	DOCUMENTARY	70
Queen to Play	DRAMA	70
Earth Days	DOCUMENTARY	70
The Agony and the Ecstasy of Phil Spector	DOCUMENTARY	70
Universal Soldier: Regeneration	ADVENTURE	70
Public Enemies	DRAMA	70
I Love You Man	COMEDY	70
I.O.U.S.A.	DOCUMENTARY	70
At the Edge of the World	ADVENTURE	70
The Curious Case of Benjamin Button	DRAMA	70
It Might Get Loud	MUSIC	70
