Title	mainLabel	metascore
Hermia & Helena	COMEDY	79
Nobody's Watching	DRAMA	79
Walking Out	DRAMA	79
The Meyerowitz Stories	COMEDY	79
Brawl in Cell Block 99	DRAMA	79
November	DRAMA	79
Whose Streets?	DOCUMENTARY	79
I Am Not A Witch	DRAMA	79
Let the Sunshine In	COMEDY	79
El Mar La Mar	DOCUMENTARY	79
The Venerable W.	DOCUMENTARY	79
Annihilation	DRAMA	79
Being Frank: The Chris Sievey Story	MUSIC	79
Funan	ANIMATION	79
The Ballad of Buster Scruggs	COMEDY	79
Gloria Bell	COMEDY	79
Science Fair	DOCUMENTARY	79
Night Comes On	DRAMA	79
Thunder Road	COMEDY	79
Winter Flies	COMEDY	79
Hotel by the River	DRAMA	79
Working Woman	DRAMA	79
16 Shots	DOCUMENTARY	79
Hustlers	COMEDY	79
A Shaun the Sheep Movie: Farmageddon	COMEDY	79
Bad Education	COMEDY	79
Midnight Traveler	WAR	79
Mickey and the Bear	DRAMA	79
Control	DRAMA	78
The Last Mistress	DRAMA	78
Zodiac	DRAMA	78
28 Weeks Later	SCI_FI	78
Starting Out in the Evening	DRAMA	78
The Counterfeiters	DRAMA	78
The Devil Came on Horseback	DOCUMENTARY	78
O'Horten	COMEDY	78
Hellboy II: The Golden Army	ADVENTURE	78
The Betrayal	DOCUMENTARY	78
Roman Polanski: Wanted and Desired	CRIME	78
Pray the Devil Back to Hell	DOCUMENTARY	78
Teza	DRAMA	78
Harry Potter and the Half-Blood Prince	ADVENTURE	78
Precious	DRAMA	78
The Boys: The Sherman Brothers' Story	DOCUMENTARY	78
Racing Dreams	SPORT	78
Please Give	COMEDY	78
Waste Land	DOCUMENTARY	78
Putty Hill	DRAMA	78
The Princess of Montpensier	DRAMA	78
Foreign Parts	DRAMA	78
Oki's Movie	COMEDY	78
Drive	DRAMA	78
The Guard	COMEDY	78
Tatsumi	DRAMA	78
A Simple Life	DRAMA	78
Five Broken Cameras	WAR	78
The Dark Knight Rises	ADVENTURE	78
Beware of Mr. Baker	DOCUMENTARY	78
Much Ado About Nothing	COMEDY	78
Tabu	DRAMA	78
In the Fog	DRAMA	78
Pavilion	DRAMA	78
Tracks	DRAMA	78
Blue Jasmine	DRAMA	78
Blue Ruin	DRAMA	78
Paradise: Hope	DRAMA	78
American Revolutionary: The Evolution of Grace Lee Boggs	BIOGRAPHY	78
Enough Said	COMEDY	78
Little Hope Was Arson	DRAMA	78
Ex Machina	DRAMA	78
The Tribe	DRAMA	78
Born to Fly: Elizabeth Streb vs. Gravity	ACTION	78
Rocks in My Pockets	COMEDY	78
The Last Man on the Moon	ADVENTURE	78
Becoming Bulletproof	WESTERN	78
Breathe	DRAMA	78
August Winds	DRAMA	78
The Grief of Others	DRAMA	78
Welcome to Leith	DOCUMENTARY	78
Junun	MUSIC	78
The Lost City of Z	DRAMA	78
Zootopia	COMEDY	78
Tempestad	DOCUMENTARY	78
Women Who Kill	COMEDY	78
Hooligan Sparrow	DRAMA	78
Indignation	DRAMA	78
The Innocents	DRAMA	78
Kedi	DOCUMENTARY	78
Endless Poetry	DRAMA	78
Goldstone	CRIME	78
The Age of Shadows	DRAMA	78
I Daniel Blake	DRAMA	78
A Silent Voice: The Movie	DRAMA	78
Tickling Giants	DOCUMENTARY	78
Abortion: Stories Women Tell	DOCUMENTARY	78
Clash	DRAMA	78
Bright Lights: Starring Carrie Fisher and Debbie Reynolds	DOCUMENTARY	78
Amanda Knox	CRIME	78
In Between	DRAMA	78
The Breadwinner	DRAMA	78
Long Strange Trip - The Untold Story of The Grateful Dead	DOCUMENTARY	78
It Comes At Night	MYSTERY	78
Logan Lucky	COMEDY	78
A Gentle Creature	DRAMA	78
Barracuda	DRAMA	78
The Charmer	DRAMA	78
Shadowman	BIOGRAPHY	78
Saving Brinton	DOCUMENTARY	78
Beach Rats	DRAMA	78
Did You Wonder Who Fired the Gun?	DOCUMENTARY	78
Hitler's Hollywood	HISTORY	78
Ryuichi Sakamoto: Coda	MUSIC	78
The Green Fog	MYSTERY	78
Angels Wear White	DRAMA	78
One of Us	DOCUMENTARY	78
The Other Side of the Wind	DRAMA	78
Another Day of Life	ANIMATION	78
The Sisters Brothers	DRAMA	78
Styx	DRAMA	78
Bathtubs Over Broadway	COMEDY	78
Madeline's Madeline	DRAMA	78
Non-Fiction	COMEDY	78
Holiday	DRAMA	78
The World Before Your Feet	DOCUMENTARY	78
3 Faces	DRAMA	78
Les Misérables	DRAMA	78
Avengers: Endgame	DRAMA	78
Diego Maradona	SPORT	78
A Hidden Life	DRAMA	78
Monos	DRAMA	78
High Flying Bird	DRAMA	78
Love Antosha	MUSIC	78
Scratch	MUSIC	77
Grindhouse	ACTION	77
The Pool	DRAMA	77
Somers Town	COMEDY	77
The Messenger	DRAMA	77
Under the Sea 3D	SHORT	77
Sin Nombre	DRAMA	77
Get Low	DRAMA	77
Red Riding: The Year of Our Lord 1983	DRAMA	77
A Single Man	DRAMA	77
I Killed My Mother	DRAMA	77
Mugabe and the White African	DOCUMENTARY	77
In Search of Memory	DOCUMENTARY	77
Alamar	DRAMA	77
The Ghost Writer	DRAMA	77
Circo	DOCUMENTARY	77
Benda Bilili!	MUSIC	77
Las Acacias	DRAMA	77
Jiro Dreams of Sushi	DOCUMENTARY	77
Sholem Aleichem: Laughing in the Darkness	DOCUMENTARY	77
Gerhard Richter Painting	DOCUMENTARY	77
Two Years at Sea	DOCUMENTARY	77
Brooklyn Castle	DOCUMENTARY	77
London: The Modern Babylon	MUSIC	77
The Imposter	CRIME	77
A Band Called Death	MUSIC	77
China Heavyweight	SPORT	77
The Hunt	DRAMA	77
The House I Live In	DOCUMENTARY	77
Caesar Must Die	DRAMA	77
Neighboring Sounds	DRAMA	77
Hiver nomade	HISTORY	77
The World Before Her	DOCUMENTARY	77
God Loves Uganda	DOCUMENTARY	77
The Immigrant	DRAMA	77
Mother of George	DRAMA	77
Child's Pose	DRAMA	77
Philomena	COMEDY	77
The Expedition to the End of the World	COMEDY	77
Code Black	DRAMA	77
A Touch of Sin	DRAMA	77
Paddington	COMEDY	77
While We're Young	COMEDY	77
Mission Blue	DRAMA	77
The Dark Horse	DRAMA	77
Calvary	DRAMA	77
Jauja	DRAMA	77
Buzzard	COMEDY	77
Keep on Keepin' On	DOCUMENTARY	77
Wild Tales	COMEDY	77
Güeros	COMEDY	77
Mississippi Grind	COMEDY	77
Meru	SPORT	77
Above and Below	DRAMA	77
Mediterranea	DRAMA	77
Best of Enemies: Buckley vs. Vidal	BIOGRAPHY	77
Queen of Earth	DRAMA	77
How to Change the World	ADVENTURE	77
Presenting Princess Shaw	MUSIC	77
The Gift	DRAMA	77
The Hunting Ground	DOCUMENTARY	77
Prophet's Prey	BIOGRAPHY	77
Victoria	DRAMA	77
Grandma	COMEDY	77
Evolution	DRAMA	77
Chi-Raq	COMEDY	77
Miss Sharon Jones!	MUSIC	77
The Edge of Seventeen	COMEDY	77
Finding Dory	COMEDY	77
A Quiet Passion	DRAMA	77
The Jungle Book	DRAMA	77
Baden Baden	COMEDY	77
Alive and Kicking	MUSIC	77
Icaros: A Vision	DRAMA	77
Apprentice	DRAMA	77
Personal Shopper	DRAMA	77
The Teacher	COMEDY	77
Trapped	DOCUMENTARY	77
Zero Days	DOCUMENTARY	77
Don't Call Me Son	DRAMA	77
Command and Control	HISTORY	77
The B-Side: Elsa Dorfman's Portrait Photography	DOCUMENTARY	77
And Then I Go	DRAMA	77
Win It All	COMEDY	77
Logan	DRAMA	77
Gerald's Game	DRAMA	77
The Wife	DRAMA	77
Detroit	DRAMA	77
I Tonya	COMEDY	77
The Beguiled	DRAMA	77
On Body and Soul	DRAMA	77
Legion of Brothers	WAR	77
Have a Nice Day	COMEDY	77
Human Flow	DOCUMENTARY	77
24 Frames	DRAMA	77
Jim & Andy: The Great Beyond	DOCUMENTARY	77
The Last Race	SPORT	77
The Nightingale	DRAMA	77
High Life	DRAMA	77
Unlovable	COMEDY	77
Pity	DRAMA	77
And Breathe Normally	DRAMA	77
They'll Love Me When I'm Dead	DOCUMENTARY	77
Blindspotting	COMEDY	77
People's Republic of Desire	DOCUMENTARY	77
Prosecuting Evil	BIOGRAPHY	77
The Heiresses	DRAMA	77
Grass	DRAMA	77
Anthropocene: The Human Epoch	DOCUMENTARY	77
Monrovia Indiana	DOCUMENTARY	77
La Flor	DRAMA	77
Linda Ronstadt: The Sound of My Voice	MUSIC	77
Incitement	THRILLER	77
First Love	COMEDY	77
The Mustang	DRAMA	77
2040	DOCUMENTARY	77
Promare	ANIMATION	77
Human Nature	DOCUMENTARY	77
3:10 to Yuma	ADVENTURE	76
American Gangster	DRAMA	76
Superbad	COMEDY	76
Anita O'Day: The Life of a Jazz Singer	MUSIC	76
Nanking	BIOGRAPHY	76
Shotgun Stories	DRAMA	76
The Baader Meinhof Complex	ACTION	76
Shine a Light	MUSIC	76
Every Little Step	MUSIC	76
Not Quite Hollywood: The Wild Untold Story of Ozploitation!	HISTORY	76
Service	DRAMA	76
Soul Power	MUSIC	76
Living in Emergency	DOCUMENTARY	76
Rembrandt's J'Accuse	MYSTERY	76
The Last Station	DRAMA	76
Broken Embraces	DRAMA	76
500 Days of Summer	COMEDY	76
Adventureland	COMEDY	76
The Girl with the Dragon Tattoo	DRAMA	76
Soul Kitchen	COMEDY	76
Army of Crime	DRAMA	76
Vengeance	ACTION	76
Still Bill	MUSIC	76
A Mother's Courage: Talking Back to Autism	DOCUMENTARY	76
Father of My Children	DRAMA	76
Undertow	DRAMA	76
Room and a Half	ANIMATION	76
Rabbit Hole	DRAMA	76
And Everything Is Going Fine	DOCUMENTARY	76
The Hunter	DRAMA	76
Greenberg	COMEDY	76
Chico & Rita	DRAMA	76
Ain't in It for My Health: A Film About Levon Helm	MUSIC	76
Submarine	COMEDY	76
Bill Cunningham: New York	BIOGRAPHY	76
Silent Souls	DRAMA	76
El Sicario Room 164	DOCUMENTARY	76
Jane Eyre	DRAMA	76
A Dangerous Method	DRAMA	76
Beats Rhymes & Life: The Travels of A Tribe Called Quest	MUSIC	76
Margin Call	DRAMA	76
The Loneliest Planet	THRILLER	76
TT3D: Closer to the Edge	SPORT	76
Hara-Kiri: Death of a Samurai	DRAMA	76
Buck	DOCUMENTARY	76
Bobby Fischer Against the World	BIOGRAPHY	76
Elza	DRAMA	76
Nancy Please	DRAMA	76
Like Someone in Love	DRAMA	76
Something in the Air	DRAMA	76
Reality	COMEDY	76
Night Across the Street	COMEDY	76
Flight	DRAMA	76
Mud	DRAMA	76
Lore	DRAMA	76
The Unspeakable Act	DRAMA	76
Dead Man's Burden	DRAMA	76
This Ain't California	SPORT	76
Horses of God	DRAMA	76
Is the Man Who Is Tall Happy?	ANIMATION	76
We Steal Secrets: The Story of WikiLeaks	DOCUMENTARY	76
The Hunger Games: Catching Fire	ADVENTURE	76
Blue Caprice	DRAMA	76
The Dance of Reality	DRAMA	76
Sound City	MUSIC	76
It Felt Like Love	DRAMA	76
The Lunchbox	DRAMA	76
Vic + Flo Saw a Bear	DRAMA	76
Dirty Wars	CRIME	76
Fifi Howls from Happiness	DOCUMENTARY	76
Tim's Vermeer	HISTORY	76
The Dog	ADVENTURE	76
Testament of Youth	DRAMA	76
How to Train Your Dragon 2	ANIMATION	76
Guardians of the Galaxy	COMEDY	76
Happy Valley	DRAMA	76
Wild	DRAMA	76
Five Star	DRAMA	76
Nightcrawler	DRAMA	76
99 Homes	DRAMA	76
Obvious Child	COMEDY	76
The Guest	COMEDY	76
The Wonders	DRAMA	76
Listen Up Philip	COMEDY	76
Actress	DRAMA	76
The Mend	COMEDY	76
What We Do in the Shadows	COMEDY	76
Housebound	COMEDY	76
A Hard Day	ACTION	76
Black Souls	DRAMA	76
The Iron Ministry	DOCUMENTARY	76
The Revenant	ADVENTURE	76
Maggie's Plan	COMEDY	76
Chevalier	COMEDY	76
Women He's Undressed	BIOGRAPHY	76
Dheepan	DRAMA	76
Cartel Land	NEWS	76
3½ Minutes Ten Bullets	CRIME	76
Marguerite	COMEDY	76
Birdboy: The Forgotten Children	DRAMA	76
10 Cloverfield Lane	DRAMA	76
Their Finest	COMEDY	76
Midnight Special	DRAMA	76
A Monster Calls	DRAMA	76
Lady Macbeth	DRAMA	76
Keep Quiet	DOCUMENTARY	76
Into the Inferno	DOCUMENTARY	76
The Student	DRAMA	76
Creepy	MYSTERY	76
Tramps	COMEDY	76
The Death of Louis XIV	DRAMA	76
Spa Night	DRAMA	76
Lo and Behold: Reveries of the Connected World	DOCUMENTARY	76
Tickled	MYSTERY	76
Machines	DOCUMENTARY	76
Wonder Woman	ADVENTURE	76
The Disaster Artist	COMEDY	76
Stronger	DRAMA	76
A Prayer Before Dawn	DRAMA	76
Tigers Are Not Afraid	MYSTERY	76
The Light of the Moon	DRAMA	76
The Death and Life of Marsha P. Johnson	DOCUMENTARY	76
Montparnasse Bienvenüe	DRAMA	76
The Lovers	COMEDY	76
Leaning Into The Wind	DOCUMENTARY	76
Cries from Syria	DRAMA	76
Spettacolo	DOCUMENTARY	76
Outside In	DRAMA	76
Half the Picture	DOCUMENTARY	76
The Image Book	DRAMA	76
Calibre	DRAMA	76
The Breaker Upperers	COMEDY	76
At Eternity's Gate	DRAMA	76
Ghostbox Cowboy	COMEDY	76
The Price of Everything	DOCUMENTARY	76
The Last Resort	HISTORY	76
Garry Winogrand: All Things are Photographable	DOCUMENTARY	76
Cassandro The Exotico!	DOCUMENTARY	76
The Panama Papers	DOCUMENTARY	76
Rojo	DRAMA	76
The Kingmaker	DOCUMENTARY	76
Tremors	DRAMA	76
Saint Maud	DRAMA	76
The Whistlers	COMEDY	76
Dolemite Is My Name	COMEDY	76
Cold Case Hammarskjöld	ANIMATION	76
Hail Satan?	DOCUMENTARY	76
Miles Davis: Birth of the Cool	MUSIC	76
The Wild Goose Lake	DRAMA	76
Enchanted	COMEDY	75
Waitress	COMEDY	75
The Witnesses	DRAMA	75
Billy the Kid	DOCUMENTARY	75
Terror's Advocate	BIOGRAPHY	75
Young@Heart	MUSIC	75
Boy A	DRAMA	75
The Square	DRAMA	75
24 City	DRAMA	75
Treeless Mountain	DRAMA	75
Mid-August Lunch	COMEDY	75
Oceans	DRAMA	75
That Evening Sun	DRAMA	75
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers	DOCUMENTARY	75
Crude	DOCUMENTARY	75
The Art of the Steal	DOCUMENTARY	75
Beetle Queen Conquers Tokyo	DOCUMENTARY	75
Samson & Delilah	DRAMA	75
How to Train Your Dragon	ANIMATION	75
Detective Dee: The Mystery of the Phantom Flame	DRAMA	75
Anton Chekhov's The Duel	DRAMA	75
The Strange Case of Angelica	DRAMA	75
Snabba Cash	DRAMA	75
Caterpillar	DRAMA	75
The Desert of Forbidden Art	ADVENTURE	75
Point Blank	DRAMA	75
Rango	COMEDY	75
The Muppets	COMEDY	75
Martha Marcy May Marlene	DRAMA	75
Bridesmaids	COMEDY	75
Attack the Block	COMEDY	75
Win Win	COMEDY	75
House of Tolerance	DRAMA	75
Sleepless Night	ACTION	75
Bernie	COMEDY	75
Ballplayer: Pelotero	SPORT	75
Middle of Nowhere	DRAMA	75
Chasing Ice	BIOGRAPHY	75
The Great Flood	MUSIC	75
Patience (After Sebald)	DOCUMENTARY	75
The Invisible War	CRIME	75
Graceland	CRIME	75
Harry Dean Stanton: Partly Fiction	BIOGRAPHY	75
The Wolf of Wall Street	DRAMA	75
The Invisible Woman	DRAMA	75
The Punk Singer	MUSIC	75
Side Effects	DRAMA	75
Frozen	COMEDY	75
Suzanne	DRAMA	75
Honey	DRAMA	75
After Tiller	DRAMA	75
Muscle Shoals	BIOGRAPHY	75
The Retrieval	DRAMA	75
Finding Vivian Maier	MYSTERY	75
Omar	DRAMA	75
2 Autumns 3 Winters	COMEDY	75
Kids for Cash	DRAMA	75
Miss Violence	DRAMA	75
The Kingdom of Dreams and Madness	DOCUMENTARY	75
Charlie's Country	DRAMA	75
Frank	COMEDY	75
X-Men: Days of Future Past	ADVENTURE	75
Goodbye to Language	DRAMA	75
Rich Hill	DRAMA	75
Matt Shepard Is a Friend of Mine	BIOGRAPHY	75
The Trip to Italy	COMEDY	75
Sound of Redemption: The Frank Morgan Story	DRAMA	75
Mala Mala	DRAMA	75
The Battered Bastards of Baseball	SPORT	75
Lambert & Stamp	BIOGRAPHY	75
Time Out of Mind	DRAMA	75
Heaven Knows What	DRAMA	75
Mission: Impossible - Rogue Nation	ADVENTURE	75
The Wolfpack	BIOGRAPHY	75
Mistress America	COMEDY	75
Nina Forever	COMEDY	75
Spy	COMEDY	75
Trainwreck	COMEDY	75
I'll See You in My Dreams	COMEDY	75
Our Little Sister	DRAMA	75
The Kind Words	DRAMA	75
Land of Mine	DRAMA	75
Microbe & Gasoline	COMEDY	75
Peace Officer	CRIME	75
Dark Horse	DRAMA	75
Tanna	DRAMA	75
What Happened Miss Simone?	MUSIC	75
Ingrid Bergman: In Her Own Words	BIOGRAPHY	75
Harold and Lillian: A Hollywood Love Story	BIOGRAPHY	75
Don't Blink - Robert Frank	BIOGRAPHY	75
Time to Choose	DOCUMENTARY	75
David Lynch: The Art Life	BIOGRAPHY	75
A Beautiful Planet	DOCUMENTARY	75
Stefan Zweig: Farewell to Europe	DRAMA	75
Captain America: Civil War	ADVENTURE	75
Morris from America	COMEDY	75
Life Animated	COMEDY	75
Norman	DRAMA	75
The Son of Joseph	DRAMA	75
Silicon Cowboys	HISTORY	75
Notes on Blindness	DRAMA	75
Afterimage	DRAMA	75
Mapplethorpe: Look at the Pictures	BIOGRAPHY	75
The Bad Kids	DOCUMENTARY	75
Kate Plays Christine	DRAMA	75
The Settlers	DOCUMENTARY	75
In the Last Days of the City	DRAMA	75
From Nowhere	DRAMA	75
Donald Trump's The Art of the Deal: The Movie	COMEDY	75
National Bird	DOCUMENTARY	75
Yourself and Yours	COMEDY	75
This is Congo	WAR	75
Creep 2	THRILLER	75
Okja	DRAMA	75
The Lego Batman Movie	COMEDY	75
John Wick: Chapter 2	ACTION	75
Darkest Hour	DRAMA	75
Mother!	DRAMA	75
Super Dark Times	DRAMA	75
For Ahkeem	DOCUMENTARY	75
Thoroughbreds	DRAMA	75
I Don't Feel at Home in This World Anymore.	COMEDY	75
Bodied	COMEDY	75
Félicité	DRAMA	75
The Escape	DRAMA	75
Under the Tree	COMEDY	75
Dina	DOCUMENTARY	75
Mary and the Witch's Flower	ANIMATION	75
Get Me Roger Stone	BIOGRAPHY	75
Grace Jones: Bloodlight and Bami	MUSIC	75
The Sower	DRAMA	75
Nico 1988	DRAMA	75
Pearl Jam: Let's Play Two	MUSIC	75
A Private War	DRAMA	75
Stan & Ollie	COMEDY	75
Border	DRAMA	75
Tully	COMEDY	75
Whitney	MUSIC	75
Ruben Brandt Collector	ANIMATION	75
Blaze	DRAMA	75
Diamantino	COMEDY	75
Jinn	DRAMA	75
José	DRAMA	75
The Kindergarten Teacher	DRAMA	75
Buñuel in the Labyrinth of the Turtles	DRAMA	75
The Image You Missed	BIOGRAPHY	75
Meow Wolf: Origin Story	DOCUMENTARY	75
Infinite Football	DOCUMENTARY	75
The Russian Five	SPORT	75
By the Grace of God	DRAMA	75
Capernaum	DRAMA	75
Sauvage / Wild	DRAMA	75
The Eyes of Orson Welles	DOCUMENTARY	75
Joy	DRAMA	75
The Painted Bird	DRAMA	75
Beats	COMEDY	75
The Plagiarists	DRAMA	75
The Two Popes	COMEDY	75
Zombi Child	FANTASY	75
La Belle Époque	COMEDY	75
Fyre	MUSIC	75
Vision Portraits	DOCUMENTARY	75
Sicko	DRAMA	74
Bridge to Terabithia	DRAMA	74
Breach	DRAMA	74
Mongol: The Rise of Genghis Khan	DRAMA	74
The Orphanage	DRAMA	74
The Duchess of Langeais	DRAMA	74
A Mighty Heart	DRAMA	74
My Kid Could Paint That	FAMILY	74
Unrelated	DRAMA	74
Kung Fu Panda	ANIMATION	74
Flame & Citron	DRAMA	74
The Song of Sparrows	DRAMA	74
A Woman in Berlin	DRAMA	74
Terribly Happy	DRAMA	74
Two Lovers	DRAMA	74
Lemon Tree	DRAMA	74
Herb & Dorothy	BIOGRAPHY	74
Involuntary	DRAMA	74
Prodigal Sons	DOCUMENTARY	74
Farewell	DRAMA	74
The Time That Remains	DRAMA	74
Invictus	DRAMA	74
Humpday	COMEDY	74
Daddy Longlegs	COMEDY	74
The Town	DRAMA	74
Cyrus	COMEDY	74
Inception	ADVENTURE	74
Stonewall Uprising	HISTORY	74
How I Ended This Summer	DRAMA	74
The Woodmans	BIOGRAPHY	74
Happy People: A Year in the Taiga	DOCUMENTARY	74
Tabloid	CRIME	74
Source Code	DRAMA	74
The Rabbi's Cat	COMEDY	74
Winnie the Pooh	COMEDY	74
Higher Ground	DRAMA	74
Polisse	DRAMA	74
Bully	DOCUMENTARY	74
The Wise Kids	DRAMA	74
Fake It So Real	DOCUMENTARY	74
Bombay Beach	DRAMA	74
Tomboy	DRAMA	74
Into the Abyss	DRAMA	74
Found Memories	DRAMA	74
Neil Young Journeys	MUSIC	74
The Attack	DRAMA	74
Frankenweenie	COMEDY	74
What Maisie Knew	DRAMA	74
Starlet	DRAMA	74
Marina Abramovic: The Artist Is Present	BIOGRAPHY	74
An Oversimplification of Her Beauty	COMEDY	74
Musicwood	DRAMA	74
Augustine	DRAMA	74
Liv & Ingmar	DOCUMENTARY	74
McCullin	DOCUMENTARY	74
Rush	DRAMA	74
Computer Chess	COMEDY	74
The Golden Dream	DRAMA	74
The Stone Roses: Made of Stone	MUSIC	74
Cheatin'	COMEDY	74
Joe	DRAMA	74
Ain't Them Bodies Saints	DRAMA	74
The Trials of Muhammad Ali	SPORT	74
Narco Cultura	DOCUMENTARY	74
Eastern Boys	DRAMA	74
Bad Hair	DRAMA	74
Of Horses and Men	COMEDY	74
Interstellar	DRAMA	74
The Skeleton Twins	COMEDY	74
Wildlike	DRAMA	74
Big Hero 6	ANIMATION	74
Creep	THRILLER	74
In Order of Disappearance	ADVENTURE	74
Movement and Location	DRAMA	74
Far from Men	DRAMA	74
Ballet 422	SPORT	74
Sapience	DRAMA	74
The New Girlfriend	DRAMA	74
Forbidden Films	DOCUMENTARY	74
Mommy	DRAMA	74
Famous Nathan	DOCUMENTARY	74
Drunk Stoned Brilliant Dead	HISTORY	74
A Bigger Splash	DRAMA	74
The Invitation	DRAMA	74
Me and Earl and the Dying Girl	COMEDY	74
Harry & Snowman	DRAMA	74
In the Shadow of Women	DRAMA	74
Miss Hokusai	DRAMA	74
Black	DRAMA	74
The Russian Woodpecker	WAR	74
As I Open My Eyes	DRAMA	74
My Big Night	COMEDY	74
The Measure of a Man	DRAMA	74
Among the Believers	BIOGRAPHY	74
Land and Shade	DRAMA	74
Very Semi-Serious	DOCUMENTARY	74
Lost in Paris	COMEDY	74
Sully	DRAMA	74
Harry Benson: Shoot First	DOCUMENTARY	74
Blood on the Mountain	HISTORY	74
Radio Dreams	COMEDY	74
Southside with You	DRAMA	74
Lovesong	DRAMA	74
Sand Storm	DRAMA	74
For the Love of Spock	BIOGRAPHY	74
Like Crazy	COMEDY	74
Hidden Figures	DRAMA	74
A Woman's Life	DRAMA	74
Paris 05:59: Théo & Hugo	DRAMA	74
Eat That Question: Frank Zappa in His Own Words	MUSIC	74
Little Sister	COMEDY	74
Fastball	SPORT	74
The Women's Balcony	COMEDY	74
Thor: Ragnarok	COMEDY	74
78/52: Hitchcock's Shower Scene	DOCUMENTARY	74
I Kill Giants	DRAMA	74
The Cakemaker	DRAMA	74
Everybody Loves Somebody	COMEDY	74
Tehran Taboo	DRAMA	74
Beast	DRAMA	74
Roxanne Roxanne	DRAMA	74
A Crooked Somebody	DRAMA	74
After Auschwitz	DOCUMENTARY	74
Disobedience	DRAMA	74
Pin Cushion	DRAMA	74
Wasted! The Story of Food Waste	DOCUMENTARY	74
Thelma	DRAMA	74
Casting JonBenet	DOCUMENTARY	74
Oklahoma City	CRIME	74
The Workshop	DRAMA	74
A Gray State	DOCUMENTARY	74
Been So Long	DRAMA	74
Crazy Rich Asians	COMEDY	74
Wild Nights with Emily	COMEDY	74
Love Gilda	DOCUMENTARY	74
Colette	DRAMA	74
Starfish	DRAMA	74
Little Woods	DRAMA	74
Egg	COMEDY	74
Robin Williams: Come Inside My Mind	COMEDY	74
Slut in a Good Way	COMEDY	74
Daughter of Mine	DRAMA	74
The Bleeding Edge	DOCUMENTARY	74
Donbass	DRAMA	74
Burning Cane	DRAMA	74
See You Yesterday	ADVENTURE	74
Ghost Town Anthology	DRAMA	74
Raise Hell: The Life & Times of Molly Ivins	DOCUMENTARY	74
Spider-Man	ADVENTURE	73
Cold Mountain	DRAMA	73
I'm Not There	DRAMA	73
The Lookout	DRAMA	73
Rocket Science	COMEDY	73
Into the Wild	DRAMA	73
A Girl Cut in Two	DRAMA	73
For the Bible Tells Me So	ROMANCE	73
The Price of Sugar	DOCUMENTARY	73
Red Cliff	DRAMA	73
Gonzo: The Life and Work of Dr. Hunter S. Thompson	MUSIC	73
Me and Orson Welles	COMEDY	73
Night and Day	DRAMA	73
Second Skin	DOCUMENTARY	73
Three Monkeys	DRAMA	73
Harlan: In the Shadow of Jew Suess	DOCUMENTARY	73
Thirst	DRAMA	73
The Princess and the Frog	COMEDY	73
The Hangover	COMEDY	73
See What I'm Saying: The Deaf Entertainers Documentary	DOCUMENTARY	73
Zombieland	COMEDY	73
The House of the Devil	HORROR	73
Amreeka	DRAMA	73
Cropsey	CRIME	73
Bluebeard	FANTASY	73
Dogtooth	DRAMA	73
I'm Glad My Mother Is Alive	DRAMA	73
You Don't Like the Truth: 4 Days Inside Guantanamo	HISTORY	73
Attenberg	DRAMA	73
Mission: Impossible - Ghost Protocol	ADVENTURE	73
Whores' Glory	DOCUMENTARY	73
The Black Power Mixtape 1967-1975	HISTORY	73
Khodorkovsky	DRAMA	73
The Forgiveness of Blood	DRAMA	73
Sing Your Song	MUSIC	73
The Raid: Redemption	ACTION	73
Declaration of War	DRAMA	73
Planet of Snail	DRAMA	73
A Royal Affair	DRAMA	73
The Pirates! Band of Misfits	COMEDY	73
The Impossible	DRAMA	73
Laurence Anyways	DRAMA	73
Once Upon a Time Veronica	DRAMA	73
Arbitrage	DRAMA	73
Indie Game: The Movie	DRAMA	73
Far Out Isn't Far Enough: The Tomi Ungerer Story	DOCUMENTARY	73
Rust and Bone	DRAMA	73
Herman's House	CRIME	73
Mea Maxima Culpa: Silence in the House of God	DOCUMENTARY	73
The Taiwan Oyster	COMEDY	73
Knuckleball!	SPORT	73
Free Angela and All Political Prisoners	DOCUMENTARY	73
The Grandmaster	DRAMA	73
Prince Avalanche	COMEDY	73
A Picture of You	DRAMA	73
A Field in England	DRAMA	73
Le Week-End	COMEDY	73
Grand Central	DRAMA	73
Tangerines	DRAMA	73
I Believe in Unicorns	DRAMA	73
Cold in July	CRIME	73
A Most Wanted Man	DRAMA	73
The Imitation Game	DRAMA	73
Something Anything	DRAMA	73
Dancing Arabs	DRAMA	73
Appropriate Behavior	COMEDY	73
Beyond the Lights	DRAMA	73
Dukhtar	DRAMA	73
Beltracchi: The Art of Forgery	CRIME	73
The Blue Room	ROMANCE	73
1971	THRILLER	73
Hill of Freedom	DRAMA	73
Eye in the Sky	DRAMA	73
Almost Holy	DRAMA	73
Kill Zone 2	ADVENTURE	73
All Things Must Pass: The Rise and Fall of Tower Records	MUSIC	73
Night Owls	COMEDY	73
Palio	DRAMA	73
Results	COMEDY	73
(T)ERROR	DOCUMENTARY	73
The Club	COMEDY	73
The Clan	DRAMA	73
Innocence of Memories	DRAMA	73
From Afar	DRAMA	73
Hounds of Love	DRAMA	73
Julieta	DRAMA	73
Queen of Katwe	DRAMA	73
Transpecos	THRILLER	73
In This Corner of the World	DRAMA	73
Frantz	DRAMA	73
